D,final_max,final_min,final_mean,total_mass,retention_ratio,spread_width,point_max,point_final,peak_time,arrival_time
0.25,1.6969046799136018,0.0,0.59337304852788,60.54827025794694,0.9889550808798,67.34693877551021,1.942853873925387,1.2647559262335983,22.5,10.5
0.5,1.5904850813630564,0.0,0.5884108094053423,60.04191932707575,0.9806846823422373,71.42857142857143,1.8263563296894993,1.219633686675068,22.5,10.5
1.0,1.7302244610312174,0.0,0.5944927534984417,60.662525867187924,0.9908212558307361,67.34693877551021,1.9792362706295774,1.2772337934425866,22.5,10.5
2.0,1.165007914460784,0.0,0.5331647549740355,54.40456683408525,0.8886079249567258,81.63265306122449,1.378287405760865,0.9587033465993348,21.0,7.5
4.0,0.6852058934342944,0.0,0.37214168455566204,37.973641281190005,0.6202361409261035,87.75510204081633,0.8990981297848034,0.565509006238839,16.5,6.0
